Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings
Sutor Technology Group Inc,SUTR,Steel (Integrated),3312,NDQ,$2.66,105878,38,$97.50,117.3,$214.80,$204.30,$10.50,$341.50,$363.50,5.24,10.83,NA,NA,0.52,0.64,0.29,6.49,5.49,0.79,0.80,0.60,0.56,NA,10.00%,NA,-18.31%,NA,NA,0.70,NA,$22.78,NA,0.00%,81.37%,12.24%,10.82%,5.45%,9.22%,258.7,$151.90,$302.40,$186.00,$11.98,$18.60,$31.50,$28.00,$37.20,$5.22,11.12%,54.47%,4.89%,3.07%,3.47%,$16.50,$5.70,$7.10,$363.50,$9.00,$0.00,0.99%,23.08%,120.31%,54.61%,43.57%,0.00%,NA,4.00%
Sutron Corp,STRN,Precision Instrument,3800,NDQ,$7.19,6189,4.6,$32.00,0,$32.00,$28.30,$3.70,$15.90,$16.20,64.00,45.71,NA,NA,NA,2.52,2.01,31.44,23.58,3.14,2.52,1.78,1.75,NA,NA,NA,-16.34%,NA,0.95,0.48,NA,-$0.05,NA,0.00%,-7.43%,3.94%,7.05%,3.14%,5.66%,9,$12.70,$15.00,$8.10,$0.15,$0.50,$0.90,$0.63,$1.20,$0.68,29.48%,50.94%,11.56%,23.27%,24.67%,$0.10,$0.30,$4.70,$16.20,$0.70,$0.00,4.00%,2.67%,0.00%,0.00%,0.00%,0.00%,NA,13.52%
Sutura Inc,SUTU,Medical Supplies,8060,NDQ,$0.00,30615,272.6,$16.90,23.8,$40.70,$21.40,$19.30,$0.30,$0.40,NA,NA,NA,NA,NA,NA,56.33,NA,NA,NA,NA,71.33,53.50,NA,NA,NA,-53.79%,NA,0.2,NA,NA,-$1.37,NA,NA,NA,NA,NA,-4000.00%,-3269.44%,-3,-$7.50,$20.60,-$3.80,-$1.27,-$12.00,-$9.81,-$9.81,-$9.61,-$8.44,0.00%,-1266.67%,47.42%,6433.33%,93.69%,$0.10,$0.20,$6.50,$0.40,-$12.70,$0.00,0.00%,1.46%,140.83%,58.48%,NA,0.00%,NA,NA
SVB Fincl. Group,SIVB,Bank,6000,NDQ,$41.66,721512,32.9,"$1,390.50",1000.6,"$2,391.10",$599.70,"$1,791.40",NA,NA,17.15,NA,NA,NA,1.59,1.84,NA,1.52,1.52,NA,NA,NA,NA,13.00%,10.80%,NA,NA,1.31,1.2,0.60,0.4604,NA,41.70%,0.00%,NA,10.76%,NA,NA,NA,-37,$753.80,"$10,020.90",$0.00,NA,$81.10,$394.40,$232.64,$394.40,NA,41.02%,NA,74.92%,NA,17.88%,$0.00,$0.00,$23.90,NA,-$10.20,$0.00,0.04%,0.00%,71.96%,41.85%,57.03%,0.00%,NA,NA
Swank Inc.,SNKI,Apparel,2300,NDQ,$3.00,2502,5.6,$16.40,10,$26.40,$26.10,$0.30,$114.00,$114.00,7.81,7.81,NA,NA,NA,0.59,0.14,9.32,8.16,0.70,0.70,0.23,0.23,NA,NA,NA,-5.69%,0.5,0.75,0.69,0.6079,$0.00,19.74%,0.00%,0.00%,7.58%,4.51%,1.84%,2.46%,37.4,$27.70,$52.00,$36.30,$0.00,$2.10,$2.80,$1.69,$3.20,$1.69,39.70%,31.84%,1.14%,0.26%,0.58%,$0.40,$0.40,$33.50,$114.00,$2.10,$0.00,0.00%,2.31%,60.98%,37.88%,26.53%,0.00%,NA,NA
Swift Energy,SFY,Petroleum (Producing),1300,NYS,$23.96,711634,30.3,$916.70,604.2,"$1,520.90","$1,520.60",$0.30,$820.80,$402.70,3.93,26.73,NA,NA,0.56,1.53,1.12,2.24,1.68,1.26,1.26,1.85,3.78,30.00%,7.00%,NA,25.05%,2.07,1.65,0.69,0.6757,$477.19,39.07%,0.00%,102.92%,38.81%,38.49%,28.41%,82.75%,1204.8,$600.90,"$1,517.30",-$52.20,$26.59,$233.20,$679.20,$463.67,$903.40,-$13.52,31.73%,-6.36%,0.02%,0.04%,0.02%,$674.80,$224.20,$38.70,$402.70,$34.30,$0.00,0.00%,94.34%,65.91%,39.73%,50.14%,0.00%,NA,98.49%
Swiss Helvetia Fund,SWZ,Investment Co.(Foreign),6730,NYS,$11.62,54416,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.9,0.24,0.2343,NA,61.46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,34.60%
Switch and Data Facilities Co,SDXC,Internet,7370,NDQ,$20.21,285732,34.6,$706.10,170.9,$877.00,$862.30,$14.70,$171.50,$188.40,NA,NA,NA,NA,NA,5.84,4.12,19.55,11.53,3.11,3.01,5.03,4.58,NA,21.00%,NA,23.82%,NA,1.45,0.60,NA,$120.82,NA,NA,273.96%,-5.46%,15.91%,-3.85%,25.71%,277.1,$120.90,$358.90,-$32.30,-$3.18,-$6.60,$44.10,$44.10,$74.80,-$76.72,0.00%,-18.83%,1.68%,8.57%,4.10%,$154.70,$30.70,$37.30,$188.40,-$6.20,$0.00,15.21%,75.31%,24.20%,19.49%,58.57%,0.00%,NA,61.17%
Swordfish Financial Inc,SWRF,Electronics,3670,NDQ,$0.19,7537,2.3,$0.40,6.2,$6.60,$6.50,$0.10,$9.60,$10.20,NA,NA,NA,NA,NA,0.08,0.04,NA,NA,0.58,0.58,0.68,0.64,NA,NA,NA,2.79%,0.21,0.7,0.95,0.8146,$0.21,13.75%,NA,NA,-51.92%,-15.50%,-28.13%,-18.25%,11.3,$5.20,$13.30,$6.60,$0.41,-$2.70,-$1.75,-$1.75,-$1.25,-$1.96,0.00%,68.75%,1.52%,1.04%,0.75%,$0.30,$0.50,$4.00,$10.20,-$2.90,$0.00,12.78%,12.03%,1550.00%,93.94%,54.39%,0.00%,NA,NA
SWS Group Inc,SWS,Securities Brokerage,6210,NYS,$12.10,230922,27.3,$331.20,131.9,$463.10,$160.80,$302.30,$485.70,$462.80,14.03,16.81,$0.75,16.13,NA,0.97,0.68,0.81,0.79,0.95,0.98,0.33,0.35,NA,NA,NA,1.46%,0.75,1.45,0.27,0.5131,-$41.74,45.22%,15.56%,-34.20%,6.93%,71.80%,4.86%,40.87%,170,$340.40,"$4,199.00",$974.40,-$45.94,$23.60,$198.50,$122.06,$204.50,$163.81,38.51%,200.62%,65.28%,62.24%,7.20%,$10.20,$6.00,$0.00,$462.80,$19.70,$3.67,0.30%,0.00%,39.82%,28.48%,27.93%,1.11%,NA,80.71%
SXC Health Solutions Corp,SXCI,Healthcare Information,7375,NDQ,$53.95,271488,24.1,"$1,363.80",48.9,"$1,412.70","$1,345.00",$67.70,$862.90,"$1,288.10",90.32,37.99,$1.62,33.30,4.55,7.02,1.58,35.03,24.72,7.67,5.81,1.56,1.04,NA,19.83%,NA,NA,NA,0.9,0.56,NA,-$16.12,NA,0.00%,-56.41%,7.78%,16.30%,1.75%,4.45%,175.4,$194.20,$428.30,-$17.30,-$8.52,$15.10,$38.40,$28.58,$54.40,$44.71,25.57%,-2.00%,4.79%,7.85%,15.81%,$8.40,$16.00,$78.90,"$1,288.10",$35.90,$0.00,44.01%,4.86%,3.59%,3.46%,20.12%,0.00%,NA,79.62%
Sybase Inc.,SY,Computer Software/Svcs,3579,NYS,$43.40,1339510,79.6,"$3,495.40",460,"$3,955.40","$3,335.30",$620.10,"$1,131.90","$1,144.00",25.22,22.91,$1.93,22.49,1.94,4.28,3.09,10.55,7.91,5.08,3.10,2.95,2.92,14.50%,13.00%,9.00%,20.97%,0.72,0.8,0.30,0.2837,-$74.69,45.12%,0.00%,-35.34%,16.96%,32.17%,12.24%,27.92%,657.1,$817.20,"$1,835.40",-$102.00,-$1.09,$138.60,$316.00,$211.36,$421.90,$286.05,33.12%,-9.01%,15.68%,54.78%,33.79%,$32.30,$105.90,$571.50,"$1,144.00",$152.60,$0.00,28.72%,3.39%,13.16%,11.63%,36.02%,0.00%,5.40%,NA
Sycamore Networks,SCMRD,Telecom. Equipment,4811,NDQ,$20.91,8899,28.4,$579.20,0,$579.20,-$41.90,$621.10,$67.40,$67.60,NA,NA,NA,NA,NA,0.62,8.59,NA,NA,-0.13,0.62,-0.62,-0.62,NA,30.50%,3.50%,-41.76%,0.29,0.85,0.33,0.2324,-$7.58,58.52%,NA,NA,-2.07%,-8.06%,-28.93%,-38.17%,319.3,$940.40,$971.80,$6.30,$0.02,-$19.50,-$25.73,-$25.73,-$13.73,-$18.15,0.00%,9.35%,107.23%,921.51%,63.91%,$4.40,$12.00,$67.60,$67.60,-$19.50,$0.00,0.00%,1.37%,0.00%,0.00%,0.00%,0.00%,33.40%,58.96%
Sykes Enterprises,SYKE,Computer Software/Svcs,3579,NDQ,$25.47,272203,40.6,"$1,074.30",0,"$1,074.30",$853.90,$220.40,$819.20,$826.30,17.73,19.36,$1.51,16.87,1.24,2.80,1.31,9.08,7.00,5.22,2.80,1.04,1.03,97.50%,14.33%,NA,15.96%,0.71,0.95,0.34,0.3837,$7.13,39.61%,0.00%,10.27%,15.78%,42.44%,7.40%,11.47%,163.6,$384.00,$529.50,$50.00,$0.43,$60.60,$94.00,$69.44,$122.00,$62.31,26.13%,6.10%,20.52%,26.90%,41.62%,$34.70,$28.00,$229.00,$826.30,$55.50,$0.00,5.25%,15.18%,0.00%,0.00%,0.00%,0.00%,NA,88.42%
Symantec Corp.,SYMC,Computer Software/Svcs,3579,NDQ,$17.89,13596483,817,"$14,395.50",2100,"$16,495.50","$14,504.30","$1,991.20","$6,149.90","$5,887.60",20.87,24.57,$0.93,19.24,1.39,3.65,2.34,8.12,5.53,3.58,2.73,2.36,2.46,7.00%,15.00%,5.00%,7.57%,0.95,0.9,0.19,0.3749,-$471.13,38.41%,0.00%,-34.25%,17.47%,33.91%,11.21%,29.04%,4056.8,"$3,948.00","$10,645.10","-$2,205.50",$94.07,$689.70,"$1,786.00","$1,375.56","$2,623.40","$1,846.69",22.98%,-35.86%,12.07%,32.38%,18.71%,$272.20,$837.40,"$3,740.80","$5,887.60",$585.90,$0.00,42.84%,9.14%,14.59%,12.73%,34.72%,0.00%,1.70%,92.14%
Symbollon Corp,SYMBA,Medical Supplies,8060,NDQ,$0.17,89231,16.5,$1.60,0,$1.60,$1.50,$0.10,NA,NA,NA,NA,NA,NA,NA,8.00,NA,NA,NA,15.00,8.00,NA,NA,NA,NA,NA,NA,0.87,NA,NA,1.4994,NA,NA,NA,NA,-900.00%,NA,NA,NA,0.1,$0.20,$0.30,-$0.20,NA,-$1.80,NA,NA,NA,NA,0.00%,NA,6.25%,NA,33.33%,$0.00,$0.00,$1.20,NA,-$1.80,$0.00,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,NA
Symmetricom Inc.,SYMM,Precision Instrument,3800,NDQ,$5.20,150166,43,$230.90,56.9,$287.80,$175.00,$112.80,$220.80,$217.40,NA,NA,$0.32,16.25,NA,1.33,1.05,5.66,4.40,1.49,1.25,0.79,0.80,NA,7.00%,NA,10.85%,0.9,1.25,0.45,0.4581,-$6.07,43.66%,NA,-19.64%,-22.76%,26.37%,-17.84%,13.99%,117.2,$173.10,$276.40,$56.40,-$0.87,-$39.40,$30.90,$30.90,$39.80,$36.97,0.00%,25.54%,39.19%,51.09%,40.81%,$3.70,$8.90,$85.30,$217.40,-$42.50,$0.00,1.92%,7.49%,24.64%,19.77%,24.74%,0.00%,NA,75.74%
Symmetry Medical Inc,SMA,Medical Supplies,8060,NYS,$8.06,284210,35.3,$284.70,131.4,$416.10,$405.90,$10.20,$423.40,$389.20,11.86,8.76,$0.65,12.40,0.93,1.13,0.67,6.39,4.78,1.09,1.08,0.96,1.04,NA,12.75%,NA,46.19%,1.1,0.95,0.50,0.457,-$5.18,33.26%,0.00%,-10.70%,9.51%,12.96%,5.67%,15.00%,373.6,$252.40,$453.20,$80.20,-$6.48,$24.00,$63.50,$48.40,$85.00,$53.58,23.78%,18.94%,2.45%,2.41%,2.25%,$22.80,$21.50,$58.30,$389.20,$32.50,$0.00,43.82%,25.38%,46.15%,31.58%,34.24%,0.00%,NA,92.68%
Syms Corp.,SYMS,Retail (Special Lines),5600,NDQ,$7.23,17217,14.6,$106.70,0,$106.70,$104.90,$1.80,$242.00,$243.10,NA,NA,NA,NA,NA,0.57,0.44,26.90,8.82,0.57,0.57,0.43,0.43,NA,NA,NA,-9.43%,1.31,1.05,0.44,0.4933,$5.89,34.06%,NA,150.99%,-1.83%,2.12%,-1.40%,1.61%,184.2,$186.00,$215.10,$41.50,$0.19,-$3.40,$3.90,$3.90,$11.90,-$1.99,0.00%,17.15%,1.69%,0.74%,0.84%,$13.70,$8.00,$96.60,$243.10,-$14.50,$0.00,4.23%,44.63%,0.00%,0.00%,0.00%,0.00%,NA,31.67%
Symyx Technologies,SMMX,Chemical (Specialty),2820,NDQ,$5.50,133783,34,$164.00,0,$164.00,$97.60,$66.40,$159.00,$147.50,NA,NA,-$0.16,NA,NA,1.08,1.03,NA,NA,1.14,1.08,0.61,0.66,NA,NA,2.50%,25.56%,1.61,1.25,0.53,0.6714,-$2.48,29.79%,NA,NA,-70.09%,-123.08%,-67.04%,-66.34%,85.7,$152.10,$224.50,-$25.10,$1.82,-$106.60,-$105.48,-$105.48,-$94.08,-$103.00,0.00%,-15.79%,40.49%,41.76%,29.58%,$7.10,$11.40,$231.10,$147.50,-$100.40,$0.00,41.51%,8.20%,0.00%,0.00%,0.00%,0.00%,4.80%,85.76%
Synalloy Corp.,SYNL,Diversified Co.,9913,NDQ,$9.42,10421,6.2,$54.20,10.5,$64.70,$64.60,$0.10,$192.50,$130.10,9.03,NA,NA,NA,NA,0.86,0.28,5.52,4.49,0.88,0.88,0.34,0.50,NA,NA,NA,7.78%,2.13,1.2,0.46,0.6347,-$15.30,30.25%,6.67%,-186.66%,9.54%,11.18%,3.12%,6.08%,73.3,$62.90,$94.40,$51.20,-$16.60,$6.00,$11.70,$8.19,$14.40,$23.49,29.96%,26.60%,0.15%,0.05%,0.11%,$4.00,$2.70,$10.90,$130.10,-$0.20,$0.40,1.48%,23.41%,19.37%,16.23%,14.31%,0.74%,NA,31.56%
Synaptics,SYNA,Computers/Peripherals,3573,NDQ,$30.65,1602316,33.4,"$1,006.80",125,"$1,131.80",$985.30,$146.50,$361.10,$477.00,25.17,18.47,NA,NA,1.01,8.85,2.79,18.59,17.35,10.67,4.74,2.73,2.07,NA,25.00%,14.50%,58.45%,1.03,1,0.43,0.6869,$17.23,23.29%,0.00%,46.39%,35.15%,40.24%,11.08%,14.68%,92.3,$113.80,$306.40,$43.40,$13.93,$40.00,$53.00,$37.14,$56.80,$19.91,29.93%,12.02%,12.94%,40.57%,47.81%,$7.10,$3.80,$98.20,$477.00,$54.50,$0.00,0.62%,7.34%,12.42%,11.04%,52.35%,0.00%,6.90%,NA
Synbiotics Corp.,SYNB,Biotechnology,2830,NDQ,$0.12,9931,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,0.55,0.33,1.8437,NA,4.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,NA
Synchronoss Techn.,SNCR,Entertainment Tech,3663,NDQ,$15.81,179412,30.9,$494.80,0,$494.80,$420.30,$74.50,$111.00,$124.50,41.58,43.79,$0.55,28.75,3.78,3.98,4.46,17.02,13.39,8.44,3.98,3.79,3.38,NA,11.00%,12.50%,-5.07%,1.62,1.2,0.34,0.7252,-$0.26,26.48%,0.00%,-1.78%,9.57%,29.02%,10.72%,22.25%,49.8,$124.30,$145.30,$16.80,$2.04,$11.90,$24.70,$14.45,$31.40,$14.71,41.49%,15.14%,15.06%,67.12%,51.27%,$4.40,$6.70,$32.80,$124.50,$11.30,$0.00,7.16%,11.91%,0.00%,0.00%,0.00%,0.00%,26.90%,54.69%
Syndication Inc,SYNJ,Diversified Co.,9913,NDQ,$0.00,96695849,472.3,$7.60,1.7,$9.30,$9.10,$0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.3,-$4.80,$0.30,-$0.40,NA,-$0.90,NA,NA,NA,NA,0.00%,NA,2.15%,NA,66.67%,$0.00,$0.00,$0.40,NA,-$1.10,$0.00,0.00%,33.33%,22.37%,18.28%,NA,0.00%,NA,NA
Synergetics USA Inc,SURG,Medical Supplies,8060,NDQ,$1.31,61391,24.5,$30.60,13.3,$43.90,$43.70,$0.20,$53.00,$52.90,19.13,20.40,NA,NA,NA,0.80,0.58,8.57,6.15,0.85,0.85,0.82,0.83,24.50%,NA,NA,5.34%,0.95,1.1,0.42,0.5365,-$1.34,32.81%,0.00%,-39.00%,4.20%,6.70%,3.02%,9.62%,51.2,$38.10,$58.10,$20.50,-$0.04,$1.60,$5.10,$3.43,$7.10,$4.77,32.70%,38.68%,0.46%,0.38%,0.34%,$0.70,$2.00,$26.30,$52.90,$1.50,$0.00,42.51%,13.60%,43.46%,30.30%,25.88%,0.00%,NA,4.62%
Synergx Systems Inc,SYNX,Electronics,3670,NDQ,$0.22,4995,5.2,$1.00,0.6,$1.60,$1.30,$0.30,$20.10,$21.20,NA,NA,NA,NA,NA,0.23,0.05,NA,NA,0.28,0.33,0.06,0.06,NA,NA,NA,9.91%,0.47,1.45,0.60,0.7347,$0.10,31.58%,NA,NA,-30.23%,-12.72%,-6.47%,-2.91%,4.6,$4.30,$9.50,$3.60,$0.20,-$1.30,-$0.58,-$0.58,-$0.28,-$0.68,0.00%,17.91%,18.75%,1.49%,3.16%,$0.20,$0.30,$5.80,$21.20,-$1.40,$0.00,0.00%,8.42%,60.00%,37.50%,12.24%,0.00%,NA,NA
Synergy Brands Inc,SYBR,Retail/Wholesale Food,5400,NDQ,$0.68,9219,12.7,$7.80,16.3,$24.10,$23.40,$0.70,$96.00,$99.00,13.00,5.20,NA,NA,NA,1.56,0.08,7.80,6.50,1.14,1.13,0.24,0.24,NA,NA,NA,-4.39%,0.9,0.85,0.61,0.7399,$0.64,18.38%,0.00%,22.09%,12.00%,14.08%,0.63%,3.13%,20.6,$5.00,$32.40,$10.90,$0.34,$0.60,$3.00,$2.90,$3.60,$2.26,3.32%,11.35%,2.90%,0.73%,2.16%,$0.90,$0.60,$6.80,$99.00,$1.50,$0.00,0.00%,30.25%,208.97%,67.63%,76.53%,0.00%,NA,NA
Syneron Medical Ltd,ELOS,Medical Supplies,8060,NDQ,$10.45,173494,27.5,$267.00,0,$267.00,$77.30,$189.70,$115.00,$54.60,47.68,NA,NA,NA,NA,1.10,2.32,40.68,19.33,1.46,1.10,0.67,1.42,NA,NA,NA,-18.75%,1.52,1,0.46,0.4805,-$8.88,33.30%,0.00%,-467.54%,2.31%,3.59%,4.87%,1.65%,52.9,$242.60,$281.30,$15.20,-$7.98,$5.60,$1.90,$1.90,$4.00,$10.78,0.00%,13.22%,71.05%,164.96%,67.44%,$1.20,$2.10,$85.60,$54.60,-$35.10,$0.00,2.38%,1.32%,0.00%,0.00%,0.00%,0.00%,NA,63.01%
Syniverse Hldgs.,SVR,Telecom. Equipment,4811,NYS,$17.48,758583,68.5,"$1,222.80",513.8,"$1,736.60","$1,571.00",$165.60,$506.40,$465.00,11.01,12.57,$1.65,10.59,0.88,2.28,2.41,6.85,6.13,1.78,1.65,3.10,3.38,NA,12.50%,10.00%,33.83%,0.26,1,0.29,0.5165,$11.31,30.98%,0.00%,7.41%,20.74%,17.27%,21.94%,45.32%,884,$535.80,"$1,199.80",$34.10,-$2.79,$111.10,$229.50,$152.64,$256.20,$141.33,33.49%,6.73%,9.54%,32.70%,13.80%,$40.80,$26.70,$111.60,$465.00,$97.30,$0.00,67.11%,4.19%,42.02%,29.59%,48.95%,0.00%,1.50%,96.38%
SYNNEX Corp.,SNX,Information Services,8900,NYS,$30.66,299589,32,$973.80,492.8,"$1,466.60","$1,395.20",$71.40,"$7,768.20","$7,644.10",11.62,11.17,NA,NA,NA,1.43,0.13,8.18,7.37,1.27,1.25,0.18,0.18,10.50%,NA,NA,8.74%,1.13,0.95,0.49,0.4646,$0.97,32.72%,0.00%,0.87%,12.33%,10.10%,1.08%,2.20%,1101.2,$679.80,"$2,032.90",$859.70,-$13.73,$83.80,$170.60,$111.23,$189.40,$110.27,34.80%,11.07%,4.87%,0.92%,3.51%,$33.50,$18.80,$280.10,"$7,644.10",$87.20,$0.00,6.88%,4.16%,50.61%,33.60%,42.03%,0.00%,NA,70.45%
Synopsys Inc.,SNPS,Computer Software/Svcs,3579,NDQ,$22.28,1382269,141.8,"$3,184.60",0,"$3,184.60","$2,233.30",$951.30,"$1,337.00","$1,360.10",15.95,16.84,$1.35,16.50,1.00,2.08,2.38,6.96,5.97,3.87,2.08,1.67,1.64,-1.50%,16.00%,8.00%,13.83%,0.65,0.85,0.16,0.263,-$23.50,51.71%,0.00%,-9.82%,13.06%,41.47%,14.93%,24.02%,577.1,"$1,528.40","$2,742.50",-$538.00,-$9.30,$199.60,$321.10,$239.30,$374.20,$262.80,25.47%,-40.24%,29.87%,71.15%,34.69%,$38.90,$53.10,$833.40,"$1,360.10",$189.10,$0.00,36.99%,5.29%,0.00%,0.00%,0.00%,0.00%,5.80%,89.62%
Synova Healthcare Group Inc,SNVHQ,Medical Supplies,8060,NDQ,$0.00,17228,17.7,$0.30,8,$8.30,$8.30,$0.00,$0.20,$1.00,NA,NA,NA,NA,NA,NA,1.50,NA,NA,NA,NA,41.50,8.30,NA,NA,NA,-29.14%,NA,0.35,NA,NA,-$30.40,NA,NA,NA,NA,NA,-4000.00%,-3865.96%,-7.9,-$15.90,$2.10,-$7.60,-$30.40,-$8.00,-$7.73,-$7.73,-$7.73,$22.67,0.00%,-3800.00%,0.00%,0.00%,0.00%,$0.00,$0.00,$7.20,$1.00,-$14.70,$0.00,0.00%,19.05%,2666.67%,96.39%,NA,0.00%,NA,NA
Synovis Life Technologies Inc,SYNO,Medical Supplies,8060,NDQ,$12.91,84134,12,$145.90,0,$145.90,$93.40,$52.50,$49.80,$58.20,23.53,54.04,$0.56,23.05,1.18,1.62,2.93,9.73,7.78,2.50,1.62,1.88,1.60,-7.50%,20.00%,NA,-24.55%,1.18,0.9,0.32,0.5142,$0.22,28.00%,0.00%,3.43%,6.90%,17.07%,12.45%,19.28%,37.4,$89.90,$97.40,$9.60,$1.62,$6.20,$9.60,$6.38,$12.00,$6.16,33.50%,19.28%,35.98%,105.42%,53.90%,$1.00,$2.40,$27.00,$58.20,$2.70,$0.00,5.34%,2.98%,0.00%,0.00%,0.00%,0.00%,NA,59.60%
Synovus Financial,SNV,Bank,6000,NYS,$2.05,10032269,330.4,"$1,004.00",2107.2,"$3,111.20","$2,586.90",$524.30,NA,NA,NA,NA,NA,NA,NA,0.35,NA,2.22,2.22,0.58,0.62,NA,NA,-20.00%,0.50%,NA,NA,1.06,NA,0.71,0.5127,NA,NA,NA,NA,-20.08%,26.02%,NA,NA,4482.8,"$2,899.90","$35,786.30",$0.00,NA,-$582.40,"$1,166.40","$1,166.40","$1,166.40",NA,0.00%,NA,16.85%,NA,1.47%,$0.00,$0.00,$667.50,NA,"-$1,782.70",$0.00,0.17%,0.00%,209.88%,67.73%,42.08%,0.00%,6.50%,67.31%
Synta Pharmaceuticals Corp,SNTA,Drug,2834,NDQ,$5.06,159827,33.7,$195.00,4.2,$199.20,$125.60,$73.60,$2.60,$140.20,NA,3.24,NA,NA,NA,NA,75.00,NA,NA,NA,NA,48.31,0.90,NA,20.00%,NA,252.22%,NA,1.25,0.78,NA,-$709.67,NA,NA,NA,NA,NA,-3561.54%,-3479.58%,-128.2,-$58.80,$97.30,-$13.40,-$709.17,-$92.60,-$90.47,-$90.47,-$87.77,$619.20,0.00%,-515.38%,36.95%,2830.77%,75.64%,$2.20,$2.70,$14.70,$140.20,$60.10,$0.00,0.00%,6.06%,2.15%,2.11%,NA,0.00%,NA,12.76%
Syntel Inc,SYNT,Industrial Services,7300,NDQ,$38.03,191744,41.3,"$1,588.00",0,"$1,588.00","$1,455.70",$132.30,$410.40,$405.90,18.32,14.48,$2.63,14.46,0.98,7.00,3.87,13.02,11.62,15.40,7.00,3.55,3.59,16.50%,18.75%,NA,21.18%,1.25,0.95,0.49,0.4824,$22.68,31.51%,10.05%,23.49%,38.23%,102.16%,21.13%,27.24%,94.5,$226.80,$294.80,$11.40,-$0.13,$86.70,$111.80,$96.54,$125.30,$73.87,13.65%,2.78%,8.33%,32.24%,44.88%,$36.30,$13.50,$80.30,$405.90,$109.70,$8.71,0.31%,16.42%,0.00%,0.00%,0.00%,0.55%,NA,28.59%
SyntheMed Inc,SYMD,Medical Supplies,8060,NDQ,$0.20,27779,98.7,$25.10,0,$25.10,$22.20,$2.90,$0.20,$0.10,NA,NA,NA,NA,NA,8.66,125.50,NA,NA,NA,NA,111.00,222.00,NA,NA,NA,-8.35%,2.46,1.05,0.70,1.2494,-$0.05,13.45%,NA,NA,-151.72%,NA,-2200.00%,-2481.77%,0,$2.90,$3.30,-$0.10,$0.05,-$4.40,-$4.96,-$4.96,-$4.86,-$4.91,0.00%,-50.00%,11.55%,1450.00%,87.88%,$0.00,$0.10,$4.70,$0.10,-$4.70,$0.00,0.00%,3.03%,0.00%,0.00%,0.00%,0.00%,NA,NA
Synthesis Energy Systems Inc,SYMX,Power,4900,NDQ,$0.93,367110,48.1,$44.80,12.3,$57.10,-$33.30,$90.40,$2.10,$4.30,NA,NA,NA,NA,NA,0.36,21.33,NA,NA,-0.73,0.42,-15.86,-7.74,NA,NA,NA,NA,NA,NA,0.61,NA,-$3.94,NA,NA,NA,-23.10%,-55.28%,-1361.90%,-1203.05%,45.7,$123.80,$146.10,-$5.10,-$5.34,-$28.60,-$25.26,-$25.26,-$22.36,-$21.32,0.00%,-242.86%,158.32%,4304.76%,61.88%,$4.30,$2.90,$16.40,$4.30,-$25.10,$0.00,0.96%,29.98%,27.46%,21.54%,9.04%,0.00%,NA,18.22%
